facility_id,facility_name,state,dashboard_measure_group,favorable_percent,survey_weight,included_rows,excluded_rows
100054,HCA FLORIDA TWIN CITIES HOSPITAL,FL,Recommendation,83.00,386,1,0
100054,HCA FLORIDA TWIN CITIES HOSPITAL,FL,Overall Rating,80.00,386,1,0
100054,HCA FLORIDA TWIN CITIES HOSPITAL,FL,Medicine Communication,63.33,1158,3,0
100360,HCA FLORIDA UNIVERSITY HOSPITAL,FL,Discharge Information,80.67,1863,3,0
100360,HCA FLORIDA UNIVERSITY HOSPITAL,FL,Nurse Communication,70.75,2484,4,0
100360,HCA FLORIDA UNIVERSITY HOSPITAL,FL,Doctor Communication,72.75,2484,4,0
100360,HCA FLORIDA UNIVERSITY HOSPITAL,FL,Recommendation,69.00,621,1,0
100360,HCA FLORIDA UNIVERSITY HOSPITAL,FL,Overall Rating,71.00,621,1,0
100360,HCA FLORIDA UNIVERSITY HOSPITAL,FL,Medicine Communication,53.67,1863,3,0
100231,HCA FLORIDA WEST HOSPITAL,FL,Discharge Information,85.67,1953,3,0
100231,HCA FLORIDA WEST HOSPITAL,FL,Nurse Communication,81.00,2604,4,0
100231,HCA FLORIDA WEST HOSPITAL,FL,Doctor Communication,76.50,2604,4,0
100231,HCA FLORIDA WEST HOSPITAL,FL,Recommendation,72.00,651,1,0
100231,HCA FLORIDA WEST HOSPITAL,FL,Overall Rating,70.00,651,1,0
100231,HCA FLORIDA WEST HOSPITAL,FL,Medicine Communication,62.00,1953,3,0
101309,HENDRY REGIONAL MEDICAL CENTER,FL,Discharge Information,,0,0,3
101309,HENDRY REGIONAL MEDICAL CENTER,FL,Nurse Communication,,0,0,4
101309,HENDRY REGIONAL MEDICAL CENTER,FL,Doctor Communication,,0,0,4
101309,HENDRY REGIONAL MEDICAL CENTER,FL,Recommendation,,0,0,1
101309,HENDRY REGIONAL MEDICAL CENTER,FL,Overall Rating,,0,0,1
101309,HENDRY REGIONAL MEDICAL CENTER,FL,Medicine Communication,,0,0,3
100053,HIALEAH HOSPITAL,FL,Discharge Information,80.67,1152,3,0
100053,HIALEAH HOSPITAL,FL,Nurse Communication,78.25,1536,4,0
100053,HIALEAH HOSPITAL,FL,Doctor Communication,77.00,1536,4,0
100053,HIALEAH HOSPITAL,FL,Recommendation,55.00,384,1,0
100053,HIALEAH HOSPITAL,FL,Overall Rating,53.00,384,1,0
100053,HIALEAH HOSPITAL,FL,Medicine Communication,60.67,1152,3,0
100019,HOLMES REGIONAL MEDICAL CENTER,FL,Discharge Information,82.00,1872,3,0
100019,HOLMES REGIONAL MEDICAL CENTER,FL,Nurse Communication,71.25,2496,4,0
100019,HOLMES REGIONAL MEDICAL CENTER,FL,Doctor Communication,70.25,2496,4,0
100019,HOLMES REGIONAL MEDICAL CENTER,FL,Recommendation,64.00,624,1,0
100019,HOLMES REGIONAL MEDICAL CENTER,FL,Overall Rating,60.00,624,1,0
100019,HOLMES REGIONAL MEDICAL CENTER,FL,Medicine Communication,55.33,1872,3,0
100073,HOLY CROSS HOSPITAL,FL,Discharge Information,80.33,3345,3,0
100073,HOLY CROSS HOSPITAL,FL,Nurse Communication,70.25,4460,4,0
100073,HOLY CROSS HOSPITAL,FL,Doctor Communication,71.75,4460,4,0
100073,HOLY CROSS HOSPITAL,FL,Recommendation,70.00,1115,1,0
100073,HOLY CROSS HOSPITAL,FL,Overall Rating,63.00,1115,1,0
100073,HOLY CROSS HOSPITAL,FL,Medicine Communication,48.00,3345,3,0
100125,HOMESTEAD HOSPITAL,FL,Discharge Information,86.67,1314,3,0
100125,HOMESTEAD HOSPITAL,FL,Nurse Communication,78.00,1752,4,0
100125,HOMESTEAD HOSPITAL,FL,Doctor Communication,78.00,1752,4,0
100125,HOMESTEAD HOSPITAL,FL,Recommendation,67.00,438,1,0
100125,HOMESTEAD HOSPITAL,FL,Overall Rating,69.00,438,1,0
100125,HOMESTEAD HOSPITAL,FL,Medicine Communication,56.33,1314,3,0
100022,JACKSON HEALTH SYSTEM,FL,Discharge Information,82.33,12687,3,0
100022,JACKSON HEALTH SYSTEM,FL,Nurse Communication,76.75,16916,4,0
100022,JACKSON HEALTH SYSTEM,FL,Doctor Communication,77.75,16916,4,0
100022,JACKSON HEALTH SYSTEM,FL,Recommendation,69.00,4229,1,0
100022,JACKSON HEALTH SYSTEM,FL,Overall Rating,68.00,4229,1,0
100022,JACKSON HEALTH SYSTEM,FL,Medicine Communication,59.67,12687,3,0
100142,JACKSON HOSPITAL,FL,Discharge Information,93.00,789,3,0
100142,JACKSON HOSPITAL,FL,Nurse Communication,81.50,1052,4,0
100142,JACKSON HOSPITAL,FL,Doctor Communication,86.50,1052,4,0
100142,JACKSON HOSPITAL,FL,Recommendation,70.00,263,1,0
100142,JACKSON HOSPITAL,FL,Overall Rating,74.00,263,1,0
100142,JACKSON HOSPITAL,FL,Medicine Communication,70.00,789,3,0
101315,JAY HOSPITAL,FL,Discharge Information,93.00,44,1,2
101315,JAY HOSPITAL,FL,Nurse Communication,97.00,44,1,3
101315,JAY HOSPITAL,FL,Doctor Communication,91.00,44,1,3
101315,JAY HOSPITAL,FL,Recommendation,90.00,44,1,0
101315,JAY HOSPITAL,FL,Overall Rating,91.00,44,1,0
101315,JAY HOSPITAL,FL,Medicine Communication,78.00,44,1,2
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,FL,Discharge Information,,0,0,3
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,FL,Nurse Communication,,0,0,4
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,FL,Doctor Communication,,0,0,4
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,FL,Recommendation,,0,0,1
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,FL,Overall Rating,,0,0,1
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,FL,Medicine Communication,,0,0,3
100253,JUPITER MEDICAL CENTER,FL,Discharge Information,83.67,5490,3,0
100253,JUPITER MEDICAL CENTER,FL,Nurse Communication,77.00,7320,4,0
100253,JUPITER MEDICAL CENTER,FL,Doctor Communication,78.00,7320,4,0
100253,JUPITER MEDICAL CENTER,FL,Recommendation,79.00,1830,1,0
100253,JUPITER MEDICAL CENTER,FL,Overall Rating,75.00,1830,1,0
100253,JUPITER MEDICAL CENTER,FL,Medicine Communication,58.00,5490,3,0
100284,KERALTY HOSPITAL,FL,Discharge Information,71.67,228,3,0
100284,KERALTY HOSPITAL,FL,Nurse Communication,74.75,304,4,0
100284,KERALTY HOSPITAL,FL,Doctor Communication,79.00,304,4,0
100284,KERALTY HOSPITAL,FL,Recommendation,67.00,76,1,0
100284,KERALTY HOSPITAL,FL,Overall Rating,63.00,76,1,0
100284,KERALTY HOSPITAL,FL,Medicine Communication,49.00,228,3,0
101303,LAKE BUTLER HOSPITAL,FL,Discharge Information,95.00,159,3,0
101303,LAKE BUTLER HOSPITAL,FL,Nurse Communication,93.25,212,4,0
101303,LAKE BUTLER HOSPITAL,FL,Doctor Communication,93.25,212,4,0
101303,LAKE BUTLER HOSPITAL,FL,Recommendation,95.00,53,1,0
101303,LAKE BUTLER HOSPITAL,FL,Overall Rating,94.00,53,1,0
101303,LAKE BUTLER HOSPITAL,FL,Medicine Communication,75.33,159,3,0
100157,LAKELAND REGIONAL MEDICAL CENTER,FL,Discharge Information,81.33,12612,3,0
100157,LAKELAND REGIONAL MEDICAL CENTER,FL,Nurse Communication,77.25,16816,4,0
100157,LAKELAND REGIONAL MEDICAL CENTER,FL,Doctor Communication,74.25,16816,4,0
100157,LAKELAND REGIONAL MEDICAL CENTER,FL,Recommendation,66.00,4204,1,0
100157,LAKELAND REGIONAL MEDICAL CENTER,FL,Overall Rating,66.00,4204,1,0
100157,LAKELAND REGIONAL MEDICAL CENTER,FL,Medicine Communication,59.00,12612,3,0
100130,LAKESIDE MEDICAL CENTER,FL,Discharge Information,81.67,192,3,0
100130,LAKESIDE MEDICAL CENTER,FL,Nurse Communication,75.75,256,4,0
100130,LAKESIDE MEDICAL CENTER,FL,Doctor Communication,82.00,256,4,0
100130,LAKESIDE MEDICAL CENTER,FL,Recommendation,61.00,64,1,0
100130,LAKESIDE MEDICAL CENTER,FL,Overall Rating,63.00,64,1,0
100130,LAKESIDE MEDICAL CENTER,FL,Medicine Communication,63.00,192,3,0
100299,LAKEWOOD RANCH MEDICAL CENTER,FL,Discharge Information,83.33,4323,3,0
100299,LAKEWOOD RANCH MEDICAL CENTER,FL,Nurse Communication,75.75,5764,4,0
100299,LAKEWOOD RANCH MEDICAL CENTER,FL,Doctor Communication,73.50,5764,4,0
100299,LAKEWOOD RANCH MEDICAL CENTER,FL,Recommendation,67.00,1441,1,0
100299,LAKEWOOD RANCH MEDICAL CENTER,FL,Overall Rating,67.00,1441,1,0
100299,LAKEWOOD RANCH MEDICAL CENTER,FL,Medicine Communication,56.00,4323,3,0
100181,LARKIN COMMUNITY HOSPITAL,FL,Discharge Information,84.00,27,1,2
100181,LARKIN COMMUNITY HOSPITAL,FL,Nurse Communication,84.00,27,1,3
100181,LARKIN COMMUNITY HOSPITAL,FL,Doctor Communication,88.00,27,1,3
100181,LARKIN COMMUNITY HOSPITAL,FL,Recommendation,68.00,27,1,0
100181,LARKIN COMMUNITY HOSPITAL,FL,Overall Rating,70.00,27,1,0
100181,LARKIN COMMUNITY HOSPITAL,FL,Medicine Communication,65.00,27,1,2
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,Discharge Information,76.67,1125,3,0
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,Nurse Communication,75.75,1500,4,0
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,Doctor Communication,78.00,1500,4,0
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,Recommendation,61.00,375,1,0
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,Overall Rating,59.00,375,1,0
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,Medicine Communication,61.67,1125,3,0
100012,LEE MEMORIAL HOSPITAL,FL,Discharge Information,86.33,12285,3,0
100012,LEE MEMORIAL HOSPITAL,FL,Nurse Communication,75.75,16380,4,0
100012,LEE MEMORIAL HOSPITAL,FL,Doctor Communication,75.75,16380,4,0
100012,LEE MEMORIAL HOSPITAL,FL,Recommendation,72.00,4095,1,0
100012,LEE MEMORIAL HOSPITAL,FL,Overall Rating,68.00,4095,1,0
100012,LEE MEMORIAL HOSPITAL,FL,Medicine Communication,57.67,12285,3,0
100150,LOWER KEYS MEDICAL CENTER,FL,Discharge Information,80.33,957,3,0
100150,LOWER KEYS MEDICAL CENTER,FL,Nurse Communication,78.25,1276,4,0
100150,LOWER KEYS MEDICAL CENTER,FL,Doctor Communication,79.00,1276,4,0
100150,LOWER KEYS MEDICAL CENTER,FL,Recommendation,63.00,319,1,0
100150,LOWER KEYS MEDICAL CENTER,FL,Overall Rating,60.00,319,1,0
100150,LOWER KEYS MEDICAL CENTER,FL,Medicine Communication,56.33,957,3,0
101311,MADISON COUNTY MEMORIAL HOSPITAL,FL,Discharge Information,,0,0,3
101311,MADISON COUNTY MEMORIAL HOSPITAL,FL,Nurse Communication,,0,0,4
101311,MADISON COUNTY MEMORIAL HOSPITAL,FL,Doctor Communication,,0,0,4
101311,MADISON COUNTY MEMORIAL HOSPITAL,FL,Recommendation,,0,0,1
101311,MADISON COUNTY MEMORIAL HOSPITAL,FL,Overall Rating,,0,0,1
101311,MADISON COUNTY MEMORIAL HOSPITAL,FL,Medicine Communication,,0,0,3
100035,MANATEE MEMORIAL HOSPITAL,FL,Discharge Information,81.67,1749,3,0
100035,MANATEE MEMORIAL HOSPITAL,FL,Nurse Communication,73.25,2332,4,0
100035,MANATEE MEMORIAL HOSPITAL,FL,Doctor Communication,70.25,2332,4,0
100035,MANATEE MEMORIAL HOSPITAL,FL,Recommendation,58.00,583,1,0
100035,MANATEE MEMORIAL HOSPITAL,FL,Overall Rating,60.00,583,1,0
100035,MANATEE MEMORIAL HOSPITAL,FL,Medicine Communication,49.00,1749,3,0
101313,MARINERS HOSPITAL,FL,Discharge Information,90.00,237,3,0
101313,MARINERS HOSPITAL,FL,Nurse Communication,90.00,316,4,0
101313,MARINERS HOSPITAL,FL,Doctor Communication,89.25,316,4,0
101313,MARINERS HOSPITAL,FL,Recommendation,89.00,79,1,0
101313,MARINERS HOSPITAL,FL,Overall Rating,90.00,79,1,0
101313,MARINERS HOSPITAL,FL,Medicine Communication,79.67,237,3,0
100212,MARION COMMUNTIY HOSPITAL,FL,Discharge Information,82.67,3309,3,0
100212,MARION COMMUNTIY HOSPITAL,FL,Nurse Communication,73.25,4412,4,0
100212,MARION COMMUNTIY HOSPITAL,FL,Doctor Communication,69.25,4412,4,0
100212,MARION COMMUNTIY HOSPITAL,FL,Recommendation,67.00,1103,1,0
100212,MARION COMMUNTIY HOSPITAL,FL,Overall Rating,67.00,1103,1,0
100212,MARION COMMUNTIY HOSPITAL,FL,Medicine Communication,54.33,3309,3,0
100151,MAYO CLINIC,FL,Discharge Information,90.67,4530,3,0
100151,MAYO CLINIC,FL,Nurse Communication,83.75,6040,4,0
100151,MAYO CLINIC,FL,Doctor Communication,83.25,6040,4,0
100151,MAYO CLINIC,FL,Recommendation,89.00,1510,1,0
100151,MAYO CLINIC,FL,Overall Rating,87.00,1510,1,0
100151,MAYO CLINIC,FL,Medicine Communication,66.00,4530,3,0
100265,MEASE COUNTRYSIDE HOSPITAL,FL,Discharge Information,86.67,9630,3,0
100265,MEASE COUNTRYSIDE HOSPITAL,FL,Nurse Communication,81.50,12840,4,0
100265,MEASE COUNTRYSIDE HOSPITAL,FL,Doctor Communication,76.25,12840,4,0
100265,MEASE COUNTRYSIDE HOSPITAL,FL,Recommendation,80.00,3210,1,0
100265,MEASE COUNTRYSIDE HOSPITAL,FL,Overall Rating,79.00,3210,1,0
100265,MEASE COUNTRYSIDE HOSPITAL,FL,Medicine Communication,64.33,9630,3,0
100043,MEASE DUNEDIN HOSPITAL,FL,Discharge Information,87.67,2229,3,0
100043,MEASE DUNEDIN HOSPITAL,FL,Nurse Communication,84.00,2972,4,0
100043,MEASE DUNEDIN HOSPITAL,FL,Doctor Communication,80.75,2972,4,0
100043,MEASE DUNEDIN HOSPITAL,FL,Recommendation,81.00,743,1,0
100043,MEASE DUNEDIN HOSPITAL,FL,Overall Rating,81.00,743,1,0
100043,MEASE DUNEDIN HOSPITAL,FL,Medicine Communication,66.00,2229,3,0
100285,MEMORIAL HOSPITAL MIRAMAR,FL,Discharge Information,87.00,3987,3,0
100285,MEMORIAL HOSPITAL MIRAMAR,FL,Nurse Communication,80.00,5316,4,0
100285,MEMORIAL HOSPITAL MIRAMAR,FL,Doctor Communication,80.25,5316,4,0
100285,MEMORIAL HOSPITAL MIRAMAR,FL,Recommendation,78.00,1329,1,0
100285,MEMORIAL HOSPITAL MIRAMAR,FL,Overall Rating,75.00,1329,1,0
100285,MEMORIAL HOSPITAL MIRAMAR,FL,Medicine Communication,63.00,3987,3,0
100230,MEMORIAL HOSPITAL PEMBROKE,FL,Discharge Information,83.00,2943,3,0
100230,MEMORIAL HOSPITAL PEMBROKE,FL,Nurse Communication,81.00,3924,4,0
100230,MEMORIAL HOSPITAL PEMBROKE,FL,Doctor Communication,80.25,3924,4,0
100230,MEMORIAL HOSPITAL PEMBROKE,FL,Recommendation,75.00,981,1,0
100230,MEMORIAL HOSPITAL PEMBROKE,FL,Overall Rating,76.00,981,1,0
100230,MEMORIAL HOSPITAL PEMBROKE,FL,Medicine Communication,66.00,2943,3,0
100281,MEMORIAL HOSPITAL WEST,FL,Discharge Information,85.67,10341,3,0
100281,MEMORIAL HOSPITAL WEST,FL,Nurse Communication,78.75,13788,4,0
100281,MEMORIAL HOSPITAL WEST,FL,Doctor Communication,79.75,13788,4,0
100281,MEMORIAL HOSPITAL WEST,FL,Recommendation,75.00,3447,1,0
100281,MEMORIAL HOSPITAL WEST,FL,Overall Rating,73.00,3447,1,0
100281,MEMORIAL HOSPITAL WEST,FL,Medicine Communication,60.00,10341,3,0
100038,MEMORIAL REGIONAL HOSPITAL,FL,Discharge Information,82.00,9327,3,0
100038,MEMORIAL REGIONAL HOSPITAL,FL,Nurse Communication,74.25,12436,4,0
100038,MEMORIAL REGIONAL HOSPITAL,FL,Doctor Communication,75.75,12436,4,0
100038,MEMORIAL REGIONAL HOSPITAL,FL,Recommendation,71.00,3109,1,0
100038,MEMORIAL REGIONAL HOSPITAL,FL,Overall Rating,68.00,3109,1,0
100038,MEMORIAL REGIONAL HOSPITAL,FL,Medicine Communication,57.00,9327,3,0
10064F,MIAMI VA MEDICAL CENTER,FL,Discharge Information,84.33,1542,3,0
10064F,MIAMI VA MEDICAL CENTER,FL,Nurse Communication,79.00,2056,4,0
10064F,MIAMI VA MEDICAL CENTER,FL,Doctor Communication,82.75,2056,4,0
10064F,MIAMI VA MEDICAL CENTER,FL,Recommendation,74.00,514,1,0
10064F,MIAMI VA MEDICAL CENTER,FL,Overall Rating,75.00,514,1,0
10064F,MIAMI VA MEDICAL CENTER,FL,Medicine Communication,66.33,1542,3,0
100127,MORTON PLANT HOSPITAL,FL,Discharge Information,87.33,13431,3,0
100127,MORTON PLANT HOSPITAL,FL,Nurse Communication,79.75,17908,4,0
100127,MORTON PLANT HOSPITAL,FL,Doctor Communication,76.75,17908,4,0
100127,MORTON PLANT HOSPITAL,FL,Recommendation,81.00,4477,1,0
100127,MORTON PLANT HOSPITAL,FL,Overall Rating,78.00,4477,1,0
100127,MORTON PLANT HOSPITAL,FL,Medicine Communication,61.33,13431,3,0
100063,MORTON PLANT NORTH BAY HOSPITAL,FL,Discharge Information,87.33,3981,3,0
100063,MORTON PLANT NORTH BAY HOSPITAL,FL,Nurse Communication,83.25,5308,4,0
100063,MORTON PLANT NORTH BAY HOSPITAL,FL,Doctor Communication,77.75,5308,4,0
100063,MORTON PLANT NORTH BAY HOSPITAL,FL,Recommendation,80.00,1327,1,0
100063,MORTON PLANT NORTH BAY HOSPITAL,FL,Overall Rating,76.00,1327,1,0
100063,MORTON PLANT NORTH BAY HOSPITAL,FL,Medicine Communication,61.33,3981,3,0
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,Discharge Information,82.33,12450,3,0
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,Nurse Communication,77.00,16600,4,0
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,Doctor Communication,77.75,16600,4,0
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,Recommendation,74.00,4150,1,0
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,Overall Rating,70.00,4150,1,0
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,Medicine Communication,57.33,12450,3,0
100018,NAPLES COMMUNITY HOSPITAL,FL,Discharge Information,81.00,9288,3,0
100018,NAPLES COMMUNITY HOSPITAL,FL,Nurse Communication,68.75,12384,4,0
100018,NAPLES COMMUNITY HOSPITAL,FL,Doctor Communication,73.25,12384,4,0
100018,NAPLES COMMUNITY HOSPITAL,FL,Recommendation,66.00,3096,1,0
100018,NAPLES COMMUNITY HOSPITAL,FL,Overall Rating,62.00,3096,1,0
100018,NAPLES COMMUNITY HOSPITAL,FL,Medicine Communication,49.33,9288,3,0
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",FL,Discharge Information,,0,0,3
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",FL,Nurse Communication,,0,0,4
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",FL,Doctor Communication,,0,0,4
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",FL,Recommendation,,0,0,1
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",FL,Overall Rating,,0,0,1
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",FL,Medicine Communication,,0,0,3
10013F,NH Jacksonville,FL,Discharge Information,87.67,654,3,0
10013F,NH Jacksonville,FL,Nurse Communication,80.50,872,4,0
10013F,NH Jacksonville,FL,Doctor Communication,80.25,872,4,0
10013F,NH Jacksonville,FL,Recommendation,66.00,218,1,0
10013F,NH Jacksonville,FL,Overall Rating,67.00,218,1,0
10013F,NH Jacksonville,FL,Medicine Communication,63.00,654,3,0
103301,NICKLAUS CHILDREN'S HOSPITAL,FL,Discharge Information,,0,0,3
103301,NICKLAUS CHILDREN'S HOSPITAL,FL,Nurse Communication,,0,0,4
103301,NICKLAUS CHILDREN'S HOSPITAL,FL,Doctor Communication,,0,0,4
103301,NICKLAUS CHILDREN'S HOSPITAL,FL,Recommendation,,0,0,1
103301,NICKLAUS CHILDREN'S HOSPITAL,FL,Overall Rating,,0,0,1
103301,NICKLAUS CHILDREN'S HOSPITAL,FL,Medicine Communication,,0,0,3
100122,NORTH OKALOOSA MEDICAL CENTER,FL,Discharge Information,80.33,1227,3,0
100122,NORTH OKALOOSA MEDICAL CENTER,FL,Nurse Communication,72.50,1636,4,0
100122,NORTH OKALOOSA MEDICAL CENTER,FL,Doctor Communication,70.00,1636,4,0
100122,NORTH OKALOOSA MEDICAL CENTER,FL,Recommendation,53.00,409,1,0
100122,NORTH OKALOOSA MEDICAL CENTER,FL,Overall Rating,57.00,409,1,0
100122,NORTH OKALOOSA MEDICAL CENTER,FL,Medicine Communication,53.33,1227,3,0
100029,NORTH SHORE MEDICAL CENTER,FL,Discharge Information,71.33,1350,3,0
100029,NORTH SHORE MEDICAL CENTER,FL,Nurse Communication,66.25,1800,4,0
100029,NORTH SHORE MEDICAL CENTER,FL,Doctor Communication,70.50,1800,4,0
100029,NORTH SHORE MEDICAL CENTER,FL,Recommendation,46.00,450,1,0
100029,NORTH SHORE MEDICAL CENTER,FL,Overall Rating,47.00,450,1,0
100029,NORTH SHORE MEDICAL CENTER,FL,Medicine Communication,46.67,1350,3,0
100365,NORTH WALTON DOCTORS HOSPITAL,FL,Discharge Information,,0,0,3
100365,NORTH WALTON DOCTORS HOSPITAL,FL,Nurse Communication,,0,0,4
100365,NORTH WALTON DOCTORS HOSPITAL,FL,Doctor Communication,,0,0,4
100365,NORTH WALTON DOCTORS HOSPITAL,FL,Recommendation,,0,0,1
100365,NORTH WALTON DOCTORS HOSPITAL,FL,Overall Rating,,0,0,1
100365,NORTH WALTON DOCTORS HOSPITAL,FL,Medicine Communication,,0,0,3
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,FL,Discharge Information,73.67,258,3,0
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,FL,Nurse Communication,67.00,344,4,0
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,FL,Doctor Communication,75.75,344,4,0
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,FL,Recommendation,61.00,86,1,0
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,FL,Overall Rating,61.00,86,1,0
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,FL,Medicine Communication,53.33,258,3,0
100006,ORLANDO HEALTH,FL,Discharge Information,85.67,27999,3,0
100006,ORLANDO HEALTH,FL,Nurse Communication,77.50,37332,4,0
100006,ORLANDO HEALTH,FL,Doctor Communication,77.25,37332,4,0
100006,ORLANDO HEALTH,FL,Recommendation,74.00,9333,1,0
100006,ORLANDO HEALTH,FL,Overall Rating,74.00,9333,1,0
100006,ORLANDO HEALTH,FL,Medicine Communication,59.00,27999,3,0
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,FL,Discharge Information,84.00,3972,3,0
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,FL,Nurse Communication,74.75,5296,4,0
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,FL,Doctor Communication,74.00,5296,4,0
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,FL,Recommendation,67.00,1324,1,0
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,FL,Overall Rating,65.00,1324,1,0
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,FL,Medicine Communication,52.67,3972,3,0
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,FL,Discharge Information,83.00,2394,3,0
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,FL,Nurse Communication,74.00,3192,4,0
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,FL,Doctor Communication,77.00,3192,4,0
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,FL,Recommendation,63.00,798,1,0
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,FL,Overall Rating,62.00,798,1,0
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,FL,Medicine Communication,57.67,2394,3,0
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,FL,Discharge Information,82.00,1632,3,0
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,FL,Nurse Communication,71.25,2176,4,0
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,FL,Doctor Communication,75.25,2176,4,0
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,FL,Recommendation,56.00,544,1,0
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,FL,Overall Rating,56.00,544,1,0
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,FL,Medicine Communication,56.33,1632,3,0
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,Discharge Information,87.33,6426,3,0
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,Nurse Communication,78.25,8568,4,0
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,Doctor Communication,76.50,8568,4,0
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,Recommendation,75.00,2142,1,0
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,Overall Rating,73.00,2142,1,0
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,Medicine Communication,58.33,6426,3,0
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,FL,Discharge Information,85.00,1905,3,0
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,FL,Nurse Communication,76.00,2540,4,0
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,FL,Doctor Communication,75.75,2540,4,0
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,FL,Recommendation,65.00,635,1,0
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,FL,Overall Rating,65.00,635,1,0
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,FL,Medicine Communication,59.00,1905,3,0
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,Discharge Information,83.33,4788,3,0
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,Nurse Communication,79.00,6384,4,0
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,Doctor Communication,78.25,6384,4,0
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,Recommendation,73.00,1596,1,0
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,Overall Rating,73.00,1596,1,0
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,Medicine Communication,61.00,4788,3,0
10099F,ORLANDO VA MEDICAL CENTER,FL,Discharge Information,87.67,1173,3,0
10099F,ORLANDO VA MEDICAL CENTER,FL,Nurse Communication,83.50,1564,4,0
10099F,ORLANDO VA MEDICAL CENTER,FL,Doctor Communication,85.50,1564,4,0
10099F,ORLANDO VA MEDICAL CENTER,FL,Recommendation,80.00,391,1,0
10099F,ORLANDO VA MEDICAL CENTER,FL,Overall Rating,82.00,391,1,0
