facility_id,facility_name,category,weighted_favorable_percent,response_count,response_rate_context,florida_category_average,difference_from_florida_average
100018,NAPLES COMMUNITY HOSPITAL,Medicine Communication,49.33,9288,31.00,58.01,-8.68
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",Discharge Information,,0,,84.27,
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",Nurse Communication,,0,,76.39,
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",Doctor Communication,,0,,74.82,
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",Recommendation,,0,,70.01,
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",Overall Rating,,0,,69.07,
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",Medicine Communication,,0,,58.01,
10013F,NH Jacksonville,Discharge Information,87.67,654,23.00,84.27,3.40
10013F,NH Jacksonville,Nurse Communication,80.50,872,23.00,76.39,4.11
10013F,NH Jacksonville,Doctor Communication,80.25,872,23.00,74.82,5.43
10013F,NH Jacksonville,Recommendation,66.00,218,23.00,70.01,-4.01
10013F,NH Jacksonville,Overall Rating,67.00,218,23.00,69.07,-2.07
10013F,NH Jacksonville,Medicine Communication,63.00,654,23.00,58.01,4.99
103301,NICKLAUS CHILDREN'S HOSPITAL,Discharge Information,,0,,84.27,
103301,NICKLAUS CHILDREN'S HOSPITAL,Nurse Communication,,0,,76.39,
103301,NICKLAUS CHILDREN'S HOSPITAL,Doctor Communication,,0,,74.82,
103301,NICKLAUS CHILDREN'S HOSPITAL,Recommendation,,0,,70.01,
103301,NICKLAUS CHILDREN'S HOSPITAL,Overall Rating,,0,,69.07,
103301,NICKLAUS CHILDREN'S HOSPITAL,Medicine Communication,,0,,58.01,
100122,NORTH OKALOOSA MEDICAL CENTER,Discharge Information,80.33,1227,13.00,84.27,-3.94
100122,NORTH OKALOOSA MEDICAL CENTER,Nurse Communication,72.50,1636,13.00,76.39,-3.89
100122,NORTH OKALOOSA MEDICAL CENTER,Doctor Communication,70.00,1636,13.00,74.82,-4.82
100122,NORTH OKALOOSA MEDICAL CENTER,Recommendation,53.00,409,13.00,70.01,-17.01
100122,NORTH OKALOOSA MEDICAL CENTER,Overall Rating,57.00,409,13.00,69.07,-12.07
100122,NORTH OKALOOSA MEDICAL CENTER,Medicine Communication,53.33,1227,13.00,58.01,-4.68
100029,NORTH SHORE MEDICAL CENTER,Discharge Information,71.33,1350,7.00,84.27,-12.94
100029,NORTH SHORE MEDICAL CENTER,Nurse Communication,66.25,1800,7.00,76.39,-10.14
100029,NORTH SHORE MEDICAL CENTER,Doctor Communication,70.50,1800,7.00,74.82,-4.32
100029,NORTH SHORE MEDICAL CENTER,Recommendation,46.00,450,7.00,70.01,-24.01
100029,NORTH SHORE MEDICAL CENTER,Overall Rating,47.00,450,7.00,69.07,-22.07
100029,NORTH SHORE MEDICAL CENTER,Medicine Communication,46.67,1350,7.00,58.01,-11.34
100365,NORTH WALTON DOCTORS HOSPITAL,Discharge Information,,0,,84.27,
100365,NORTH WALTON DOCTORS HOSPITAL,Nurse Communication,,0,,76.39,
100365,NORTH WALTON DOCTORS HOSPITAL,Doctor Communication,,0,,74.82,
100365,NORTH WALTON DOCTORS HOSPITAL,Recommendation,,0,,70.01,
100365,NORTH WALTON DOCTORS HOSPITAL,Overall Rating,,0,,69.07,
100365,NORTH WALTON DOCTORS HOSPITAL,Medicine Communication,,0,,58.01,
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,Discharge Information,73.67,258,19.00,84.27,-10.60
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,Nurse Communication,67.00,344,19.00,76.39,-9.39
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,Doctor Communication,75.75,344,19.00,74.82,0.93
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,Recommendation,61.00,86,19.00,70.01,-9.01
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,Overall Rating,61.00,86,19.00,69.07,-8.07
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,Medicine Communication,53.33,258,19.00,58.01,-4.68
100006,ORLANDO HEALTH,Discharge Information,85.67,27999,18.00,84.27,1.40
100006,ORLANDO HEALTH,Nurse Communication,77.50,37332,18.00,76.39,1.11
100006,ORLANDO HEALTH,Doctor Communication,77.25,37332,18.00,74.82,2.43
100006,ORLANDO HEALTH,Recommendation,74.00,9333,18.00,70.01,3.99
100006,ORLANDO HEALTH,Overall Rating,74.00,9333,18.00,69.07,4.93
100006,ORLANDO HEALTH,Medicine Communication,59.00,27999,18.00,58.01,0.99
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,Discharge Information,84.00,3972,15.00,84.27,-0.27
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,Nurse Communication,74.75,5296,15.00,76.39,-1.64
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,Doctor Communication,74.00,5296,15.00,74.82,-0.82
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,Recommendation,67.00,1324,15.00,70.01,-3.01
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,Overall Rating,65.00,1324,15.00,69.07,-4.07
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,Medicine Communication,52.67,3972,15.00,58.01,-5.34
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,Discharge Information,83.00,2394,24.00,84.27,-1.27
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,Nurse Communication,74.00,3192,24.00,76.39,-2.39
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,Doctor Communication,77.00,3192,24.00,74.82,2.18
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,Recommendation,63.00,798,24.00,70.01,-7.01
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,Overall Rating,62.00,798,24.00,69.07,-7.07
100291,ORLANDO HEALTH MELBOURNE HOSPITAL,Medicine Communication,57.67,2394,24.00,58.01,-0.34
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,Discharge Information,82.00,1632,27.00,84.27,-2.27
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,Nurse Communication,71.25,2176,27.00,76.39,-5.14
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,Doctor Communication,75.25,2176,27.00,74.82,0.43
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,Recommendation,56.00,544,27.00,70.01,-14.01
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,Overall Rating,56.00,544,27.00,69.07,-13.07
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,Medicine Communication,56.33,1632,27.00,58.01,-1.68
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,Discharge Information,87.33,6426,22.00,84.27,3.06
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,Nurse Communication,78.25,8568,22.00,76.39,1.86
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,Doctor Communication,76.50,8568,22.00,74.82,1.68
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,Recommendation,75.00,2142,22.00,70.01,4.99
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,Overall Rating,73.00,2142,22.00,69.07,3.93
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,Medicine Communication,58.33,6426,22.00,58.01,0.32
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,Discharge Information,85.00,1905,18.00,84.27,0.73
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,Nurse Communication,76.00,2540,18.00,76.39,-0.39
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,Doctor Communication,75.75,2540,18.00,74.82,0.93
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,Recommendation,65.00,635,18.00,70.01,-5.01
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,Overall Rating,65.00,635,18.00,69.07,-4.07
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,Medicine Communication,59.00,1905,18.00,58.01,0.99
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,Discharge Information,83.33,4788,15.00,84.27,-0.94
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,Nurse Communication,79.00,6384,15.00,76.39,2.61
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,Doctor Communication,78.25,6384,15.00,74.82,3.43
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,Recommendation,73.00,1596,15.00,70.01,2.99
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,Overall Rating,73.00,1596,15.00,69.07,3.93
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,Medicine Communication,61.00,4788,15.00,58.01,2.99
10099F,ORLANDO VA MEDICAL CENTER,Discharge Information,87.67,1173,31.00,84.27,3.40
10099F,ORLANDO VA MEDICAL CENTER,Nurse Communication,83.50,1564,31.00,76.39,7.11
10099F,ORLANDO VA MEDICAL CENTER,Doctor Communication,85.50,1564,31.00,74.82,10.68
10099F,ORLANDO VA MEDICAL CENTER,Recommendation,80.00,391,31.00,70.01,9.99
10099F,ORLANDO VA MEDICAL CENTER,Overall Rating,82.00,391,31.00,69.07,12.93
10099F,ORLANDO VA MEDICAL CENTER,Medicine Communication,70.67,1173,31.00,58.01,12.66
100329,OVIEDO MEDICAL CENTER,Discharge Information,86.33,1689,18.00,84.27,2.06
100329,OVIEDO MEDICAL CENTER,Nurse Communication,81.00,2252,18.00,76.39,4.61
100329,OVIEDO MEDICAL CENTER,Doctor Communication,79.00,2252,18.00,74.82,4.18
100329,OVIEDO MEDICAL CENTER,Recommendation,74.00,563,18.00,70.01,3.99
100329,OVIEDO MEDICAL CENTER,Overall Rating,77.00,563,18.00,69.07,7.93
100329,OVIEDO MEDICAL CENTER,Medicine Communication,61.00,1689,18.00,58.01,2.99
100316,PALM BAY HOSPITAL,Discharge Information,80.00,1311,21.00,84.27,-4.27
100316,PALM BAY HOSPITAL,Nurse Communication,73.75,1748,21.00,76.39,-2.64
100316,PALM BAY HOSPITAL,Doctor Communication,75.25,1748,21.00,74.82,0.43
100316,PALM BAY HOSPITAL,Recommendation,67.00,437,21.00,70.01,-3.01
100316,PALM BAY HOSPITAL,Overall Rating,62.00,437,21.00,69.07,-7.07
100316,PALM BAY HOSPITAL,Medicine Communication,59.00,1311,21.00,58.01,0.99
100176,PALM BEACH GARDENS MEDICAL CENTER,Discharge Information,79.00,3195,21.00,84.27,-5.27
100176,PALM BEACH GARDENS MEDICAL CENTER,Nurse Communication,65.00,4260,21.00,76.39,-11.39
100176,PALM BEACH GARDENS MEDICAL CENTER,Doctor Communication,69.50,4260,21.00,74.82,-5.32
100176,PALM BEACH GARDENS MEDICAL CENTER,Recommendation,55.00,1065,21.00,70.01,-15.01
100176,PALM BEACH GARDENS MEDICAL CENTER,Overall Rating,52.00,1065,21.00,69.07,-17.07
100176,PALM BEACH GARDENS MEDICAL CENTER,Medicine Communication,45.33,3195,21.00,58.01,-12.68
100187,PALMETTO GENERAL HOSPITAL,Discharge Information,77.00,2079,9.00,84.27,-7.27
100187,PALMETTO GENERAL HOSPITAL,Nurse Communication,76.25,2772,9.00,76.39,-0.14
100187,PALMETTO GENERAL HOSPITAL,Doctor Communication,78.00,2772,9.00,74.82,3.18
100187,PALMETTO GENERAL HOSPITAL,Recommendation,56.00,693,9.00,70.01,-14.01
100187,PALMETTO GENERAL HOSPITAL,Overall Rating,54.00,693,9.00,69.07,-15.07
100187,PALMETTO GENERAL HOSPITAL,Medicine Communication,62.67,2079,9.00,58.01,4.66
100028,PARRISH MEDICAL CENTER,Discharge Information,84.33,1545,18.00,84.27,0.06
100028,PARRISH MEDICAL CENTER,Nurse Communication,72.50,2060,18.00,76.39,-3.89
100028,PARRISH MEDICAL CENTER,Doctor Communication,75.00,2060,18.00,74.82,0.18
100028,PARRISH MEDICAL CENTER,Recommendation,61.00,515,18.00,70.01,-9.01
100028,PARRISH MEDICAL CENTER,Overall Rating,60.00,515,18.00,69.07,-9.07
100028,PARRISH MEDICAL CENTER,Medicine Communication,53.00,1545,18.00,58.01,-5.01
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,Discharge Information,80.00,8016,27.00,84.27,-4.27
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,Nurse Communication,71.75,10688,27.00,76.39,-4.64
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,Doctor Communication,75.50,10688,27.00,74.82,0.68
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,Recommendation,64.00,2672,27.00,70.01,-6.01
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,Overall Rating,62.00,2672,27.00,69.07,-7.07
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,Medicine Communication,51.33,8016,27.00,58.01,-6.68
100025,SACRED HEART HOSPITAL,Discharge Information,84.67,945,14.00,84.27,0.40
100025,SACRED HEART HOSPITAL,Nurse Communication,72.50,1260,14.00,76.39,-3.89
100025,SACRED HEART HOSPITAL,Doctor Communication,73.00,1260,14.00,74.82,-1.82
100025,SACRED HEART HOSPITAL,Recommendation,64.00,315,14.00,70.01,-6.01
100025,SACRED HEART HOSPITAL,Overall Rating,64.00,315,14.00,69.07,-5.07
100025,SACRED HEART HOSPITAL,Medicine Communication,56.00,945,14.00,58.01,-2.01
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,Discharge Information,83.67,837,16.00,84.27,-0.60
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,Nurse Communication,80.75,1116,16.00,76.39,4.36
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,Doctor Communication,81.75,1116,16.00,74.82,6.93
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,Recommendation,73.00,279,16.00,70.01,2.99
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,Overall Rating,72.00,279,16.00,69.07,2.93
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,Medicine Communication,66.00,837,16.00,58.01,7.99
100124,SANTA ROSA MEDICAL CENTER,Discharge Information,84.33,1242,17.00,84.27,0.06
100124,SANTA ROSA MEDICAL CENTER,Nurse Communication,75.25,1656,17.00,76.39,-1.14
100124,SANTA ROSA MEDICAL CENTER,Doctor Communication,76.00,1656,17.00,74.82,1.18
100124,SANTA ROSA MEDICAL CENTER,Recommendation,61.00,414,17.00,70.01,-9.01
100124,SANTA ROSA MEDICAL CENTER,Overall Rating,66.00,414,17.00,69.07,-3.07
100124,SANTA ROSA MEDICAL CENTER,Medicine Communication,60.00,1242,17.00,58.01,1.99
100087,SARASOTA MEMORIAL HOSPITAL,Discharge Information,86.33,16332,29.00,84.27,2.06
100087,SARASOTA MEMORIAL HOSPITAL,Nurse Communication,76.75,21776,29.00,76.39,0.36
100087,SARASOTA MEMORIAL HOSPITAL,Doctor Communication,75.25,21776,29.00,74.82,0.43
100087,SARASOTA MEMORIAL HOSPITAL,Recommendation,77.00,5444,29.00,70.01,6.99
100087,SARASOTA MEMORIAL HOSPITAL,Overall Rating,72.00,5444,29.00,69.07,2.93
100087,SARASOTA MEMORIAL HOSPITAL,Medicine Communication,58.33,16332,29.00,58.01,0.32
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,Discharge Information,88.67,7170,35.00,84.27,4.40
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,Nurse Communication,82.50,9560,35.00,76.39,6.11
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,Doctor Communication,75.25,9560,35.00,74.82,0.43
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,Recommendation,86.00,2390,35.00,70.01,15.99
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,Overall Rating,83.00,2390,35.00,69.07,13.93
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,Medicine Communication,61.00,7170,35.00,58.01,2.99
100001,SHANDS JACKSONVILLE,Discharge Information,84.33,11190,18.00,84.27,0.06
100001,SHANDS JACKSONVILLE,Nurse Communication,75.25,14920,18.00,76.39,-1.14
100001,SHANDS JACKSONVILLE,Doctor Communication,76.50,14920,18.00,74.82,1.68
100001,SHANDS JACKSONVILLE,Recommendation,70.00,3730,18.00,70.01,-0.01
100001,SHANDS JACKSONVILLE,Overall Rating,69.00,3730,18.00,69.07,-0.07
100001,SHANDS JACKSONVILLE,Medicine Communication,56.33,11190,18.00,58.01,-1.68
100132,SOUTH FLORIDA BAPTIST HOSPITAL,Discharge Information,86.33,2517,14.00,84.27,2.06
100132,SOUTH FLORIDA BAPTIST HOSPITAL,Nurse Communication,79.00,3356,14.00,76.39,2.61
100132,SOUTH FLORIDA BAPTIST HOSPITAL,Doctor Communication,73.75,3356,14.00,74.82,-1.07
100132,SOUTH FLORIDA BAPTIST HOSPITAL,Recommendation,75.00,839,14.00,70.01,4.99
100132,SOUTH FLORIDA BAPTIST HOSPITAL,Overall Rating,76.00,839,14.00,69.07,6.93
100132,SOUTH FLORIDA BAPTIST HOSPITAL,Medicine Communication,61.00,2517,14.00,58.01,2.99
100154,SOUTH MIAMI HOSPITAL,Discharge Information,83.67,2115,18.00,84.27,-0.60
100154,SOUTH MIAMI HOSPITAL,Nurse Communication,78.00,2820,18.00,76.39,1.61
100154,SOUTH MIAMI HOSPITAL,Doctor Communication,78.50,2820,18.00,74.82,3.68
100154,SOUTH MIAMI HOSPITAL,Recommendation,77.00,705,18.00,70.01,6.99
100154,SOUTH MIAMI HOSPITAL,Overall Rating,75.00,705,18.00,69.07,5.93
100154,SOUTH MIAMI HOSPITAL,Medicine Communication,62.67,2115,18.00,58.01,4.66
100067,ST ANTHONYS HOSPITAL,Discharge Information,87.00,7005,20.00,84.27,2.73
100067,ST ANTHONYS HOSPITAL,Nurse Communication,80.00,9340,20.00,76.39,3.61
100067,ST ANTHONYS HOSPITAL,Doctor Communication,77.00,9340,20.00,74.82,2.18
100067,ST ANTHONYS HOSPITAL,Recommendation,81.00,2335,20.00,70.01,10.99
100067,ST ANTHONYS HOSPITAL,Overall Rating,78.00,2335,20.00,69.07,8.93
100067,ST ANTHONYS HOSPITAL,Medicine Communication,60.00,7005,20.00,58.01,1.99
100075,ST JOSEPHS HOSPITAL,Discharge Information,86.33,17814,15.00,84.27,2.06
100075,ST JOSEPHS HOSPITAL,Nurse Communication,80.25,23752,15.00,76.39,3.86
100075,ST JOSEPHS HOSPITAL,Doctor Communication,76.75,23752,15.00,74.82,1.93
100075,ST JOSEPHS HOSPITAL,Recommendation,77.00,5938,15.00,70.01,6.99
100075,ST JOSEPHS HOSPITAL,Overall Rating,77.00,5938,15.00,69.07,7.93
100075,ST JOSEPHS HOSPITAL,Medicine Communication,61.33,17814,15.00,58.01,3.32
100260,ST LUCIE MEDICAL CENTER,Discharge Information,82.33,1716,21.00,84.27,-1.94
100260,ST LUCIE MEDICAL CENTER,Nurse Communication,73.75,2288,21.00,76.39,-2.64
100260,ST LUCIE MEDICAL CENTER,Doctor Communication,68.00,2288,21.00,74.82,-6.82
100260,ST LUCIE MEDICAL CENTER,Recommendation,67.00,572,21.00,70.01,-3.01
100260,ST LUCIE MEDICAL CENTER,Overall Rating,63.00,572,21.00,69.07,-6.07
100260,ST LUCIE MEDICAL CENTER,Medicine Communication,55.67,1716,21.00,58.01,-2.34
100288,ST MARY'S MEDICAL CENTER,Discharge Information,79.67,1722,9.00,84.27,-4.60
100288,ST MARY'S MEDICAL CENTER,Nurse Communication,65.25,2296,9.00,76.39,-11.14
100288,ST MARY'S MEDICAL CENTER,Doctor Communication,69.25,2296,9.00,74.82,-5.57
100288,ST MARY'S MEDICAL CENTER,Recommendation,56.00,574,9.00,70.01,-14.01
100288,ST MARY'S MEDICAL CENTER,Overall Rating,55.00,574,9.00,69.07,-14.07
100288,ST MARY'S MEDICAL CENTER,Medicine Communication,49.00,1722,9.00,58.01,-9.01
100135,TALLAHASSEE MEMORIAL HEALTHCARE,Discharge Information,80.67,3477,15.00,84.27,-3.60
100135,TALLAHASSEE MEMORIAL HEALTHCARE,Nurse Communication,72.00,4636,15.00,76.39,-4.39
100135,TALLAHASSEE MEMORIAL HEALTHCARE,Doctor Communication,75.25,4636,15.00,74.82,0.43
100135,TALLAHASSEE MEMORIAL HEALTHCARE,Recommendation,66.00,1159,15.00,70.01,-4.01
100135,TALLAHASSEE MEMORIAL HEALTHCARE,Overall Rating,62.00,1159,15.00,69.07,-7.07
100135,TALLAHASSEE MEMORIAL HEALTHCARE,Medicine Communication,53.67,3477,15.00,58.01,-4.34
100128,TAMPA GENERAL HOSPITAL,Discharge Information,84.33,3723,15.00,84.27,0.06
100128,TAMPA GENERAL HOSPITAL,Nurse Communication,78.50,4964,15.00,76.39,2.11
100128,TAMPA GENERAL HOSPITAL,Doctor Communication,75.25,4964,15.00,74.82,0.43
100128,TAMPA GENERAL HOSPITAL,Recommendation,71.00,1241,15.00,70.01,0.99
100128,TAMPA GENERAL HOSPITAL,Overall Rating,68.00,1241,15.00,69.07,-1.07
100128,TAMPA GENERAL HOSPITAL,Medicine Communication,58.67,3723,15.00,58.01,0.66
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,Discharge Information,78.00,2607,19.00,84.27,-6.27
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,Nurse Communication,70.00,3476,19.00,76.39,-6.39
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,Doctor Communication,61.75,3476,19.00,74.82,-13.07
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,Recommendation,54.00,869,19.00,70.01,-16.01
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,Overall Rating,52.00,869,19.00,69.07,-17.07
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,Medicine Communication,48.67,2607,19.00,58.01,-9.34
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,Discharge Information,79.00,1839,29.00,84.27,-5.27
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,Nurse Communication,74.25,2452,29.00,76.39,-2.14
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,Doctor Communication,67.25,2452,29.00,74.82,-7.57
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,Recommendation,56.00,613,29.00,70.01,-14.01
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,Overall Rating,54.00,613,29.00,69.07,-15.07
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,Medicine Communication,54.00,1839,29.00,58.01,-4.01
10063F,TAMPA VA MEDICAL CENTER,Discharge Information,88.67,1389,32.00,84.27,4.40
10063F,TAMPA VA MEDICAL CENTER,Nurse Communication,81.00,1852,32.00,76.39,4.61
10063F,TAMPA VA MEDICAL CENTER,Doctor Communication,81.25,1852,32.00,74.82,6.43
10063F,TAMPA VA MEDICAL CENTER,Recommendation,78.00,463,32.00,70.01,7.99
10063F,TAMPA VA MEDICAL CENTER,Overall Rating,78.00,463,32.00,69.07,8.93
10063F,TAMPA VA MEDICAL CENTER,Medicine Communication,65.33,1389,32.00,58.01,7.32
100350,UCF LAKE NONA HOSPITAL,Discharge Information,82.33,1341,13.00,84.27,-1.94
100350,UCF LAKE NONA HOSPITAL,Nurse Communication,78.75,1788,13.00,76.39,2.36
100350,UCF LAKE NONA HOSPITAL,Doctor Communication,76.75,1788,13.00,74.82,1.93
100350,UCF LAKE NONA HOSPITAL,Recommendation,76.00,447,13.00,70.01,5.99
100350,UCF LAKE NONA HOSPITAL,Overall Rating,74.00,447,13.00,69.07,4.93
100350,UCF LAKE NONA HOSPITAL,Medicine Communication,59.67,1341,13.00,58.01,1.66
100084,UF HEALTH LEESBURG HOSPITAL,Discharge Information,87.33,8466,30.00,84.27,3.06
100084,UF HEALTH LEESBURG HOSPITAL,Nurse Communication,78.75,11288,30.00,76.39,2.36
100084,UF HEALTH LEESBURG HOSPITAL,Doctor Communication,68.25,11288,30.00,74.82,-6.57
100084,UF HEALTH LEESBURG HOSPITAL,Recommendation,67.00,2822,30.00,70.01,-3.01
100084,UF HEALTH LEESBURG HOSPITAL,Overall Rating,68.00,2822,30.00,69.07,-1.07
100084,UF HEALTH LEESBURG HOSPITAL,Medicine Communication,62.00,8466,30.00,58.01,3.99
100113,UF HEALTH SHANDS HOSPITAL,Discharge Information,88.00,8793,19.00,84.27,3.73
100113,UF HEALTH SHANDS HOSPITAL,Nurse Communication,76.75,11724,19.00,76.39,0.36
100113,UF HEALTH SHANDS HOSPITAL,Doctor Communication,76.75,11724,19.00,74.82,1.93
100113,UF HEALTH SHANDS HOSPITAL,Recommendation,78.00,2931,19.00,70.01,7.99
100113,UF HEALTH SHANDS HOSPITAL,Overall Rating,75.00,2931,19.00,69.07,5.93
100113,UF HEALTH SHANDS HOSPITAL,Medicine Communication,59.67,8793,19.00,58.01,1.66
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,Discharge Information,72.00,2022,16.00,84.27,-12.27
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,Nurse Communication,69.00,2696,16.00,76.39,-7.39
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,Doctor Communication,67.25,2696,16.00,74.82,-7.57
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,Recommendation,56.00,674,16.00,70.01,-14.01
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,Overall Rating,55.00,674,16.00,69.07,-14.07
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,Medicine Communication,51.33,2022,16.00,58.01,-6.68
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,Discharge Information,85.67,1404,35.00,84.27,1.40
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,Nurse Communication,81.50,1872,35.00,76.39,5.11
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,Doctor Communication,81.50,1872,35.00,74.82,6.68
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,Recommendation,78.00,468,35.00,70.01,7.99
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,Overall Rating,75.00,468,35.00,69.07,5.93
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,Medicine Communication,65.67,1404,35.00,58.01,7.66
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,Discharge Information,,0,,84.27,
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,Nurse Communication,,0,,76.39,
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,Doctor Communication,,0,,74.82,
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,Recommendation,,0,,70.01,
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,Overall Rating,,0,,69.07,
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,Medicine Communication,,0,,58.01,
100315,VIERA HOSPITAL,Discharge Information,85.00,1416,27.00,84.27,0.73
100315,VIERA HOSPITAL,Nurse Communication,77.75,1888,27.00,76.39,1.36
100315,VIERA HOSPITAL,Doctor Communication,75.25,1888,27.00,74.82,0.43
100315,VIERA HOSPITAL,Recommendation,74.00,472,27.00,70.01,3.99
100315,VIERA HOSPITAL,Overall Rating,72.00,472,27.00,69.07,2.93
100315,VIERA HOSPITAL,Medicine Communication,60.00,1416,27.00,58.01,1.99
